"rank_order","rank","name","scores_overall","scores_overall_rank","scores_teaching","scores_teaching_rank","scores_research","scores_research_rank","scores_citations","scores_citations_rank","scores_industry_income","scores_industry_income_rank","scores_international_outlook","scores_international_outlook_rank","record_type","member_level","url","nid","location","stats_number_students","stats_student_staff_ratio","stats_pc_intl_students","stats_female_male_ratio","aliases","subjects_offered","closed","unaccredited","disabled","apply_link","cta_button.link","cta_button.text","location_standardized"
19880,NA,"University of Diyala",17.8,19880,18.6,1640,8.2,2045,39.1,1365,17.6,1955,26,1828,"master_account",0,"/world-university-rankings/university-diyala",685360,"Iraq",25658,13.5,"0%","57 : 43","University of Diyala","Communication & Media Studies,Sociology,Accounting & Finance,Mathematics & Statistics,Sport Science,Agriculture & Forestry,Chemistry,Economics & Econometrics,Geography,Veterinary Science,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemical Engineering,Languages, Literature & Linguistics,Civil Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Law,Medicine & Dentistry,Business & Management,General Engineering,Psychology,Other Health,Physics & Astronomy,Architecture,Biological Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,NA,NA,NA,"iraq"
19890,NA,"University of Fortaleza (UNIFOR)",17.8,19890,14.4,1936,9.1,1952,19.8,1845,17.7,1942,32.3,1556,"master_account",0,"/world-university-rankings/university-fortaleza-unifor",639098,"Brazil",20801,20.8,"0%","52 : 48","University of Fortaleza (UNIFOR)","Computer Science,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Psychology,Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,Veterinary Science,Sport Science,Communication & Media Studies,Law,Economics & Econometrics,Business & Management,Medicine & Dentistry,Civil Engineering,General Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"brazil"
19900,NA,"University of Fort Hare",17.8,19900,20.2,1479,14.3,1278,31,1564,20.1,1747,47.4,972,"master_account",0,"/world-university-rankings/university-fort-hare",714889,"South Africa",14345,32.8,"2%","59 : 41","University of Fort Hare","Physics & Astronomy,Chemistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Accounting & Finance,History, Philosophy & Theology,Sociology,Psychology,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Education,Veterinary Science,Business & Management,Other Health,Geography,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Law,Agriculture & Forestry",FALSE,FALSE,FALSE,NA,NA,NA,"south africa"
19910,NA,"University of Fukui",17.8,19910,27.5,914,12.3,1484,17.6,1890,40.3,1080,27.7,1754,"master_account",0,"/world-university-rankings/university-fukui",609312,"Japan",4798,7.5,"3%","30 : 70","University of Fukui","Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,Other Health,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Education,Languages, Literature & Linguistics,General Engineering,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"japan"
19920,NA,"University of Guadalajara",17.8,19920,15.3,1885,8.9,1977,14.4,1952,18.8,1858,30.1,1657,"master_account",11,"/world-university-rankings/university-guadalajara",131406,"Mexico",142714,20,"0%","55 : 45","University of Guadalajara Universidad de Guadalajara UdeG UDG","Languages, Literature & Linguistics,Chemical Engineering,Education,Civil Engineering,Sociology,Medicine & Dentistry,Veterinary Science,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Chemistry,Psychology,Computer Science,Mathematics & Statistics,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Geography,Architecture,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"mexico"
19930,NA,"University of Guanajuato",17.8,19930,16.6,1788,9.2,1935,14.3,1954,22.1,1608,32.7,1539,"master_account",0,"/world-university-rankings/university-guanajuato",625275,"Mexico",30903,20.4,"1%","55 : 45","University of Guanajuato","Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Electrical & Electronic Engineering,Business & Management,Architecture,Languages, Literature & Linguistics,Communication & Media Studies,General Engineering,Chemistry,Accounting & Finance,Sport Science,Economics & Econometrics,Other Health,Physics & Astronomy,Psychology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Law,Geography,Agriculture & Forestry,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology",FALSE,FALSE,FALSE,NA,NA,NA,"mexico"
19940,NA,"University of Havana",17.8,19940,32.8,592,18.6,961,11.1,2012,54.6,792,51.5,815,"master_account",0,"/world-university-rankings/university-havana",623319,"Cuba",15927,8.5,"4%","62 : 38","University of Havana","Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Psychology,Biological Sciences,Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Law,Other Health,Computer Science,Education,Accounting & Finance,Politics & International Studies (incl Development Studies),Chemistry,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Geography",FALSE,FALSE,FALSE,NA,NA,NA,"cuba"
19950,NA,"University of Hormozgan",17.8,19950,23.6,1189,15.8,1144,33,1506,28.7,1364,26.8,1794,"master_account",0,"/world-university-rankings/university-hormozgan",725323,"Iran",3634,16.5,"0%","61 : 39","University of Hormozgan","Biological Sciences,Business & Management,Accounting & Finance,Sociology,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Sport Science,Law,Chemical Engineering,Mechanical & Aerospace Engineering,Geography,Education,Computer Science,Civil Engineering,Economics & Econometrics,Psychology,Mathematics & Statistics",FALSE,FALSE,FALSE,NA,NA,NA,"iran"
19960,NA,"University of Hyogo",17.8,19960,22.4,1293,13.2,1384,12.3,1997,58.6,721,24.2,1906,"master_account",0,"/world-university-rankings/university-hyogo",609672,"Japan",6542,12.5,"3%","41 : 59","University of Hyogo","Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Chemical Engineering,Accounting & Finance,Architecture,Chemistry,General Engineering,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,Biological Sciences",FALSE,FALSE,FALSE,NA,NA,NA,"japan"
19970,NA,"University of Jijel",17.8,19970,13.9,1968,8.9,1978,12.5,1992,16.7,2027,36.1,1400,"master_account",0,"/world-university-rankings/university-jijel",649973,"Algeria",24366,22.6,"0%","71 : 29","University of Jijel","Politics & International Studies (incl Development Studies),Business & Management,Sport Science,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Accounting & Finance,Languages, Literature & Linguistics,Architecture,Civil Engineering,Psychology,Biological Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Communication & Media Studies,General Engineering,Chemical Engineering,Mathematics & Statistics",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19980,NA,"University of Karachi",17.8,19980,15.3,1886,11,1655,24.2,1744,29.3,1336,45.5,1040,"master_account",0,"/world-university-rankings/university-karachi",131680,"Pakistan",47660,39.6,"0%","60 : 40","University of Karachi","Mathematics & Statistics,Sociology,Architecture,Agriculture & Forestry,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Languages, Literature & Linguistics,Veterinary Science,Psychology,Chemical Engineering,Communication & Media Studies,Chemistry,Business & Management,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Law,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Geography",FALSE,FALSE,FALSE,NA,NA,NA,"pakistan"
19990,NA,"University of Kelaniya",17.8,19990,15.8,1844,8.2,2047,12.9,1978,18.8,1859,32.8,1535,"master_account",0,"/world-university-rankings/university-kelaniya",623538,"Sri Lanka",18733,16.3,"3%","66 : 34","University of Kelaniya","Politics & International Studies (incl Development Studies),Economics & Econometrics,Geography,Computer Science,Business & Management,Mathematics & Statistics,Chemistry,Physics & Astronomy,Agriculture & Forestry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,Sport Science,Accounting & Finance,Other Health,Medicine & Dentistry,Sociology,Biological Sciences,Psychology,History, Philosophy & Theology,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,NA,NA,NA,"sri lanka"
20000,NA,"University of Kerbala",17.8,20000,18.4,1658,7.9,2067,12.9,1979,16.1,2073,22.3,1990,"master_account",0,"/world-university-rankings/university-kerbala",670518,"Iraq",23299,15.3,"0%","51 : 49","University of Kerbala","Biological Sciences,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,Medicine & Dentistry,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Law,Psychology,General Engineering,Languages, Literature & Linguistics,Sport Science,Other Health,Geography,Veterinary Science,Education,Chemistry,Mechanical & Aerospace Engineering,Computer Science,Civil Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"iraq"
20010,NA,"University of Kinshasa",17.8,20010,23.6,1191,8.5,2023,29.6,1593,18.7,1865,50.3,858,"master_account",0,"/world-university-rankings/university-kinshasa",722319,"Democratic Republic of the Congo",29580,5.2,"1%","34 : 66","University of Kinshasa","Other Health,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Archaeology,Veterinary Science,Geography,Medicine & Dentistry,Sport Science,Law,Agriculture & Forestry,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Chemistry,Education,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Biological Sciences,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",FALSE,FALSE,FALSE,NA,NA,NA,"democratic republic of the congo"
20020,NA,"University of La Frontera",17.8,20020,17.7,1729,12.6,1446,33.1,1504,23.5,1546,49,908,"master_account",0,"/world-university-rankings/university-la-frontera",584730,"Chile",11847,23,"0%","50 : 50","University of La Frontera","Other Health,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Civil Engineering,Sociology,Chemical Engineering,Education,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,General Engineering,Chemistry,Law,Electrical & Electronic Engineering,Geography",FALSE,FALSE,FALSE,NA,NA,NA,"chile"
20030,NA,"University of Laghouat",17.8,20030,15.7,1852,8.7,2003,14.7,1943,16.4,2054,38.5,1281,"master_account",0,"/world-university-rankings/university-laghouat",720219,"Algeria",29898,28.7,"0%","47 : 53","University of Laghouat","Languages, Literature & Linguistics,Chemical Engineering,Mechanical & Aerospace Engineering,Law,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Chemistry,Architecture,Agriculture & Forestry,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Education,General Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Psychology,Biological Sciences,Accounting & Finance,Sociology",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
20040,NA,"University of Lampung",17.8,20040,12.3,2045,8.6,2016,20.7,1830,17.7,1943,18.8,2072,"master_account",0,"/world-university-rankings/university-lampung",705104,"Indonesia",36635,22,"0%","61 : 39","University of Lampung","Other Health,Geography,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Architecture,Biological Sciences,Economics & Econometrics,Sport Science,Law,Computer Science,Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Business & Management,Education,Physics & Astronomy,Medicine & Dentistry,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Agriculture & Forestry",FALSE,FALSE,FALSE,NA,NA,NA,"indonesia"
20050,NA,"University of La Sabana",17.8,20050,18.1,1692,11.2,1626,29.6,1594,21.2,1665,43.8,1092,"master_account",0,"/world-university-rankings/university-la-sabana",589343,"Colombia",11667,15.4,"4%","56 : 44","University of La Sabana","Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Psychology,General Engineering,Law,Medicine & Dentistry,Business & Management,Chemical Engineering,Other Health,Languages, Literature & Linguistics,Education,Physics & Astronomy,Civil Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"colombia"
20060,NA,"University of Las Américas (UDLA)",17.8,20060,17.9,1713,9.9,1821,26.7,1681,18.7,1866,61.7,584,"master_account",0,"/world-university-rankings/university-las-americas-udla",626031,"Ecuador",14590,13.4,"3%","56 : 44","University of Las Américas (UDLA)","Economics & Econometrics,Computer Science,Art, Performing Arts & Design,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Agriculture & Forestry,Psychology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Veterinary Science,Law,Other Health,Communication & Media Studies,Electrical & Electronic Engineering,Education,General Engineering,Business & Management,Sport Science",FALSE,FALSE,FALSE,NA,NA,NA,"ecuador"
20070,NA,"University of Lethbridge",17.8,20070,19.1,1585,14.3,1279,29.6,1595,41.7,1050,61.2,598,"master_account",0,"/world-university-rankings/university-lethbridge",623712,"Canada",7723,14.4,"13%",NA,"University of Lethbridge","Economics & Econometrics,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sport Science,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Accounting & Finance,Psychology,Business & Management,Sociology,Art, Performing Arts & Design,Education,Physics & Astronomy,Geography,Other Health,Chemistry,Archaeology,Agriculture & Forestry",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-89120011",NA,NA,"canada"
